id,date,url,views,funnel_role,persona_bits,anger_target,product_mentioned,hook,note
DYef5C0JhHf,2026-05-19,https://www.instagram.com/reel/DYef5C0JhHf/,7800,신뢰,전문성|도발사이다,,N,너의 억울함을 알아주길 기다리지 마,사업가 관점의 자기홍보론 — 브랜드 대표로서의 관점 제시가 본체
DYevdqSJdFR,2026-05-20,https://www.instagram.com/reel/DYevdqSJdFR/,8770,유입,도발사이다,,N,부모가 믿고 긍정적인 말들을 많이해주면,육아·성장 담론으로 넓은 도달 노림. 피부·제품 무관
DYhhdVvJSCN,2026-05-20,https://www.instagram.com/reel/DYhhdVvJSCN/,487000,신뢰,자기서사|전문성,,Y,피부가 원래 좋은 사람들은 제 영상 보지 마세요,36년 중증아토피 당사자성+직접 제품 만든 대표 서사로 믿을 이유 축적
DYj88ChJ8bC,2026-05-21,https://www.instagram.com/reel/DYj88ChJ8bC/,10000,유입,도발사이다|전문성,,N,지금 얼굴보다 더 예뻐지고 싶지 않아?,메이크업·관상 대중 뷰티 소재로 도달·DM 유도. 스킨케어 브랜드와 무관
DYjpQzZptX1,2026-05-21,https://www.instagram.com/reel/DYjpQzZptX1/,13000,혼합,자기서사|전문성,,N,"애기 피부, 꿀피부 만들고 싶은 엄마들은 들어와 봐",육아 소재로 넓게 잡되 36년 아토피 당사자 권위를 근거로 씀
DYl5szdpe87,2026-05-22,https://www.instagram.com/reel/DYl5szdpe87/,14000,신뢰,전문성|자기서사,,N,애기 태열 때문에 고민한 엄마들 꼭 봤으면,태열 온도·습도·보습 전문지식 전달이 주. 제품 언급 없음
DYofwpfpbyW,2026-05-22,https://www.instagram.com/reel/DYofwpfpbyW/,12000,유입,유머,,N,웬만하면 일하기 싫다는 말 안하네,"생리주기 공감 유머, 제품·피부 무관"
DYrau08pbs0,2026-05-24,https://www.instagram.com/reel/DYrau08pbs0/,81000,신뢰,분노|도발사이다|자기서사,고객대변,Y,저한테 제발 광고랑 공구주지 마세요,잘못된 시딩 관행에 분노하며 '나는 브랜드 대표·환자' 정체성 선언
DYjjeUNpHci,2026-05-25,https://www.instagram.com/reel/DYjjeUNpHci/,22000,유입,도발사이다|자기서사,,N,자꾸 다이어트 비법을 알려달라는 말을 많이,다이어트 팩폭 대중 소재. 30kg 감량 서사는 양념
DYzJla6JYEd,2026-05-26,https://www.instagram.com/reel/DYzJla6JYEd/,12000,유입,유머,,N,어른이 되긴했지만 내 마음속 자아가,전사 무의미(자막 크레딧)로 사실상 캡션만. CEO도 일하기 싫다는 공감 유머
DY1pYpkJSfu,2026-05-27,https://www.instagram.com/reel/DY1pYpkJSfu/,256000,유입,도발사이다|자기서사,,N,남자들아 피임해라,임신·출산 현실 도발 담론으로 대량 도달. 아토피·루푸스는 근거로만 스침
DYwP44LJbyW,2026-05-27,https://www.instagram.com/reel/DYwP44LJbyW/,11000,신뢰,자기서사,,N,투자 안 받고 그냥 기업 키울 수는 없나,투자·기업가치 고민을 날것으로 공개하며 조언 구함 — 창업서사
DYwPzWmJ7gr,2026-05-27,https://www.instagram.com/reel/DYwPzWmJ7gr/,7167,신뢰,전문성|분노|도발사이다,고객대변,N,엄마 입장에서는 약 사용하는 게 어렵다,스테로이드·현대의학 오해를 정면 반박하는 전문지식+통념 분노
DY1kflCJG7K,2026-05-28,https://www.instagram.com/reel/DY1kflCJG7K/,13000,유입,도발사이다,,N,성인이 되면 조금 더 알려드릴게요,"성인의 자유 3가지, 대중 공감 소재"
DY9k4aqJYEc,2026-05-31,https://www.instagram.com/reel/DY9k4aqJYEc/,30000,유입,도발사이다,,N,인생 별거있나~ 걍 내 마음가는대로,전사 무의미(자막 크레딧)로 사실상 캡션만. 눈치 보지 말라는 사이다
DZACOFSpzsx,2026-06-01,https://www.instagram.com/reel/DZACOFSpzsx/,32000,유입,유머,,N,꼭 노답은 몰아서 오더라,전사 무의미로 사실상 캡션만. 일상 푸념 공감
DZFVdqNJWnc,2026-06-02,https://www.instagram.com/reel/DZFVdqNJWnc/,15000,유입,도발사이다,,N,2주에 7kg 빼는 방법,세상에 그런 건 없다는 팩폭 사이다. 제품 무관
DZFWMNmJrv3,2026-06-03,https://www.instagram.com/reel/DZFWMNmJrv3/,85000,유입,도발사이다,,N,헤어진 남자친구한테 매달리지 말아라,"연애 관계담론 도발, 넓은 도달용"
DZHggetpjRO,2026-06-04,https://www.instagram.com/reel/DZHggetpjRO/,22000,신뢰,전문성|도발사이다,,N,광고주가 알려주는 광고 주고 싶은 인플루언서,"브랜드 대표=광고주라는 권위로 업계 기준을 설파, 신뢰 축적"
DZHgcn5J3K-,2026-06-05,https://www.instagram.com/reel/DZHgcn5J3K-/,15000,유입,고객편에서는순간|유머,,N,나도 이렇게 강해지고싶지 않았어,"아이와의 일상 놀이 장면, 제품 무관 공감 소재"
DZKqJ_mJhli,2026-06-05,https://www.instagram.com/reel/DZKqJ_mJhli/,23000,유입,유머,,N,그만물어봐 남편 vs 아니 그래서 뭔데 아내,"부부 티키타카 밈, 넓은 도달용"
DZMhYoMJbrC,2026-06-05,https://www.instagram.com/reel/DZMhYoMJbrC/,9012,신뢰,자기서사|고객편에서는순간,,Y,저 사실 오늘 좀 착한 척을 하러 가요,미혼모 시설 제품 기부+환자단체 9년 이력으로 진정성 축적
DZPczC9JEKO,2026-06-07,https://www.instagram.com/reel/DZPczC9JEKO/,31000,유입,도발사이다|자기서사,,N,나 애들 엄만데 주말에도 나와서 일하고,"워킹맘 방어형 도발, 대중 공감"
DZPTEPqpwdO,2026-06-08,https://www.instagram.com/reel/DZPTEPqpwdO/,6887,유입,전문성,,N,"30대, 예뻐지고 싶으면 일단 들어와 봐",30대 메이크업 팁으로 도달·팔로우 유도. 브랜드 제품과 무관
DZUPDcFJ6vc,2026-06-08,https://www.instagram.com/reel/DZUPDcFJ6vc/,7298,전환,자기서사,,Y,피부 때문에 고민이신가요?,마스크팩 체험단 모집(댓글'체험'→링크) — 구매 동선 직접 밈
DZU26nQp6Tj,2026-06-09,https://www.instagram.com/reel/DZU26nQp6Tj/,885000,유입,유머,,N,부부싸움은 칼로 물베기~,"부부 일상 밈, 88만 조회 도달형"
DZU60ufpOvd,2026-06-09,https://www.instagram.com/reel/DZU60ufpOvd/,15000,신뢰,자기서사,,N,나 이거 생얼임! 내 피부는 100% 노력형,'타고난 게 아니라 노력형'이라는 신뢰 근거 제시 후 팔로우 유도
DZV8ktUBFsH,2026-06-10,https://www.instagram.com/reel/DZV8ktUBFsH/,13000,유입,자기서사|유머,,N,애초에 안힘든 날이 없어서,전사 심하게 깨져 캡션 위주 판정. 워킹맘 존버 공감
DZXDFttvdVj,2026-06-10,https://www.instagram.com/reel/DZXDFttvdVj/,14000,유입,도발사이다,,N,다들 내가 말이 너무 날카롭대,'말은 맞다'는 캐릭터 각인용 짧은 사이다
DZXFZbHN3E3,2026-06-10,https://www.instagram.com/reel/DZXFZbHN3E3/,34000,유입,도발사이다,,N,인스타에 나오는 부부들과 비교해,부부 비교하지 말고 견뎌라 — 관계담론 도발
DZZts5EJgHv,2026-06-11,https://www.instagram.com/reel/DZZts5EJgHv/,9635,혼합,전문성|자기서사,,Y,생리 전에 피부 나빠지는 상황?,호르몬-피부 전문지식으로 신뢰 쌓고 캡션 말미 베리어 리페어 마스크로 전환
DZZ_jqrp95Z,2026-06-12,https://www.instagram.com/reel/DZZ_jqrp95Z/,19000,신뢰,자기서사,,N,몸매로 팔로워를 모으거나,'몸매도 얼굴도 아닌 말로 승부한다'는 정직한 자기소개로 팔로우 설득
DZfH-DjJTja,2026-06-12,https://www.instagram.com/reel/DZfH-DjJTja/,8019,전환,자기서사|전문성,,Y,오늘부터 30일 동안 1일 1팩을 해볼 거거든요,자사 마스크팩 30일 실사용 챌린지 — 제품 효능 직접 소구
DZhkyu4pU88,2026-06-13,https://www.instagram.com/reel/DZhkyu4pU88/,8096,전환,전문성|자기서사,,Y,저는 샤워가 나오면 항상 피부가 예민해서,전성분·세트가격·사용법까지 제품 설득 풀패키지
DZj8FCGpn_L,2026-06-14,https://www.instagram.com/reel/DZj8FCGpn_L/,19000,신뢰,자기서사|고객편에서는순간,,N,어떤 30대 여자가 감히 안 예쁘고 싶겠어요,후킹만 하는 계정과 선 긋고 '이런 나를 보여주겠다'는 콘텐츠 철학 선언
DZjwUbupShg,2026-06-14,https://www.instagram.com/reel/DZjwUbupShg/,6641,유입,고객편에서는순간|유머,,N,토끼에 푹빠진 우리 둘째 편식 개선,"육아 일상 귀여움, 제품 무관"
DZkFqxxJG7r,2026-06-14,https://www.instagram.com/reel/DZkFqxxJG7r/,13000,전환,자기서사|전문성,,Y,오늘밤도 해야지 딱 떼어낼때 안색 무슨일,"직접 성분 조합한 팩의 비포·애프터 시연, 런칭 대기 유도"
DZmd4OqJuUZ,2026-06-15,https://www.instagram.com/reel/DZmd4OqJuUZ/,6393,혼합,자기서사|전문성,,Y,저는 사실 마스크팩을 진짜 좋아해요,'색소·향료 안 넣어 돈 덜 된다'는 정직 서사와 제품 소구가 실질 결합
DZmeLhppZx6,2026-06-15,https://www.instagram.com/reel/DZmeLhppZx6/,13000,신뢰,자기서사|전문성,,Y,왜 나한테만 자꾸 안 좋은 일이 생길까,환자단체 9년·국회 시위·급여화까지 창업 원점 서사. 제품은 결과물로만 등장
DZmzVKlpqgN,2026-06-16,https://www.instagram.com/reel/DZmzVKlpqgN/,9192,유입,도발사이다|분노,기타,N,진짜 쓰레기는 빨리 헤어지는게 답,"전남친 가스라이팅 회고, 연애 담론 도발. 분노 대상은 과거 특정인"
DZo_mk3J6w2,2026-06-16,https://www.instagram.com/reel/DZo_mk3J6w2/,6556,전환,자기서사,,Y,진짜 안 떨어져요,"1일1팩 사용 후기+효능 나열, 런칭 대기 유도"
DZXW2s6JWTD,2026-06-17,https://www.instagram.com/reel/DZXW2s6JWTD/,7940,유입,유머,,N,아무리 열받아도 할일은 해야지,전사 무의미로 사실상 캡션만. 짜증 극복 밈
DZr0cUcpUt_,2026-06-17,https://www.instagram.com/reel/DZr0cUcpUt_/,5791,전환,자기서사|전문성,,Y,오늘도 어김없이 팩을 해줄거에요,6/23 런칭 고지+홈케어 논리로 AD솔루션 구매 준비 유도
DZudvftJwZD,2026-06-18,https://www.instagram.com/reel/DZudvftJwZD/,68000,유입,유머,,N,빵을 먹었더니 배가 나와서,"셋째 임신한 척 유머, 넓은 도달용"
DZuzezdJ9F6,2026-06-18,https://www.instagram.com/reel/DZuzezdJ9F6/,6131,전환,자기서사|전문성,,Y,제가 오늘 너무 스트레스를 받아서,패치·마스크팩 시연 + 6/23 10시 구매·선착순 사은품 고지
DZxGiQoJVtw,2026-06-19,https://www.instagram.com/reel/DZxGiQoJVtw/,5399,혼합,자기서사,,Y,제 사진들 보시면 여기까지 온 데 오래,"전사는 피부 서사·팔로우(신뢰), 캡션은 '베리어 리페어 마스크 외않사'(전환)"
DZxRQT0pEPX,2026-06-20,https://www.instagram.com/reel/DZxRQT0pEPX/,610000,유입,유머,,N,SBS 너무하네 ;;,전사 한 마디뿐이라 캡션 위주. 방송 가십형 도달 콘텐츠
DZ2N8gopIF3,2026-06-21,https://www.instagram.com/reel/DZ2N8gopIF3/,8351,전환,유머,,Y,예민한 날엔 더 조심해,AD솔루션 CM송 형식의 제품 광고
DZ2b8m7J3QV,2026-06-21,https://www.instagram.com/reel/DZ2b8m7J3QV/,5953,전환,자기서사,,Y,쓸수록 좋아지는 피부.. 6월23일 런칭,전사 무의미로 사실상 캡션만. 런칭일 고지 전환 콘텐츠
DZzXDTJJN-r,2026-06-21,https://www.instagram.com/reel/DZzXDTJJN-r/,14000,유입,유머,,N,챌린지영상 찍는거 진짜 쉽지않은데요,전사 깨져 캡션만. 챌린지 참여형 도달 콘텐츠
DZ2SyS9p79t,2026-06-22,https://www.instagram.com/reel/DZ2SyS9p79t/,12000,유입,유머,,N,멋진 신세계 못잃어.. 여보가 갖다줘잉,"부부 일상 유머, 제품 무관"
DZzaztzpvQ1,2026-06-22,https://www.instagram.com/reel/DZzaztzpvQ1/,5382,혼합,고객편에서는순간|유머,,Y,에이디 리페어 마스크예요 엄마,아이가 제품을 소개하는 육아 콘텐츠 — 도달용 귀여움과 제품 노출이 결합
DZ7VX5hJdFf,2026-06-23,https://www.instagram.com/reel/DZ7VX5hJdFf/,5301,전환,자기서사|전문성,,Y,피부과 시술 후 비상! 오늘 피부 난리,시술 후 진정 케어로 자사 마스크 사용 시연. 병원 입점 영업 언급도 포함
DZ9F764J3ME,2026-06-24,https://www.instagram.com/reel/DZ9F764J3ME/,485000,유입,유머|도발사이다,,N,잘생겼는데 돈많은 남자는 싸가지가 없어,"남자 고르기 밈, 48만 조회 도달형"
DZ9NWgXJ1FQ,2026-06-25,https://www.instagram.com/reel/DZ9NWgXJ1FQ/,53000,유입,유머|도발사이다,,N,예쁜데 능력 있는 여자는 싸가지가 없어,"위 콘텐츠의 여자 버전 밈, 도달형"
DZ_k1R1pzVx,2026-06-25,https://www.instagram.com/reel/DZ_k1R1pzVx/,21000,혼합,자기서사|전문성,,Y,피부가 원래 좋은 사람들은 지금 지나가세요,36년 아토피·듀피젠트 서사(신뢰)와 마스크팩 스펙·사용법(전환)이 한 편에 결합
DaAVMzJJ41Y,2026-06-25,https://www.instagram.com/reel/DaAVMzJJ41Y/,284000,신뢰,전문성|자기서사,,N,어렸을 때부터 아토피로 태어나서,전자책·피부과 전문의 리스트 제공. 제품이 아니라 치료 정보로 신뢰 축적
DaF8020JG3T,2026-06-27,https://www.instagram.com/reel/DaF8020JG3T/,4839,혼합,자기서사|전문성|고객편에서는순간,,Y,아까 다른 화장품 써가지고 뒤집어졌는데,제품 시연 중 '우리 건 의약품 아니다·치료 필요하면 병원 연계'라는 정직함이 실질 결합
DaFqRUFp1Pp,2026-06-27,https://www.instagram.com/reel/DaFqRUFp1Pp/,25000,전환,도발사이다,,Y,왜 했더니 더 빨개져요,"경쟁 제품 문제 지적 후 자사 마스크 소구, 프로필 링크 안내"
DaFxgtWJ8bK,2026-06-27,https://www.instagram.com/reel/DaFxgtWJ8bK/,79000,유입,도발사이다|전문성,,N,상대방이 실수했을 때 쓰는 스킬,"사회생활 화법 처세 팁, 제품 무관 대중 소재"
DaIO5Rppda-,2026-06-28,https://www.instagram.com/reel/DaIO5Rppda-/,9571,신뢰,전문성|분노|도발사이다|자기서사,고객대변,N,피부가 좋아지는 방법은 너무너무 단순,한의원·민간요법 통념에 분노하며 현대의학 기반 치료관 설파
DaKddDapLNX,2026-06-29,https://www.instagram.com/reel/DaKddDapLNX/,7563,유입,도발사이다,,N,누군가 날 거절했을 때 상처받지 않는 법,"거절 대처 처세 사이다, 제품 무관"
DaNqbrXJ6eb,2026-06-30,https://www.instagram.com/reel/DaNqbrXJ6eb/,10000,유입,유머,,N,2월 두바이 출장중에 일어난일,"전사 거의 파악 불가, 캡션 위주. 출장 중 해프닝 유머"
DaNtam-ptYW,2026-06-30,https://www.instagram.com/reel/DaNtam-ptYW/,6936,신뢰,자기서사,,N,사업 잘 해볼게요. 저 돈 많이 벌 거거든요,두바이 바이어 미팅 출국 장면 — 될지 몰라도 도전한다는 창업서사
DaQG8dPJQh3,2026-07-01,https://www.instagram.com/reel/DaQG8dPJQh3/,7096,유입,자기서사,,N,이거 다 하고사는 나.. 어떤데,전사 무의미로 사실상 캡션만. 워킹맘 과부하 공감
DaRNxVPBn5I,2026-07-01,https://www.instagram.com/reel/DaRNxVPBn5I/,5095,전환,자기서사,,Y,오늘도 스트레스 받아 턱이 빨갛게 올라왔거든요,"뒤집힌 날 자사 마스크팩으로 회복하는 사용 후기, 캡션도 제품 권유"
DaKkEtHJX8K,2026-07-02,https://www.instagram.com/reel/DaKkEtHJX8K/,7019,유입,도발사이다,,N,1. 고쳐쓰지말고 받아들인다,전사 파일 없음 — 캡션만으로 판정. 인간관계 차단 사이다
DaU9GZ2pW_0,2026-07-03,https://www.instagram.com/reel/DaU9GZ2pW_0/,4242,혼합,자기서사|전문성,,Y,아토피 환자 같지 않아요 라는 말 많이 들었어요,관리 3원칙(식단·베개커버·보습제) 신뢰 콘텐츠가 베리어 리페어 밤 권유로 마무리
DaU_h8tpzkO,2026-07-03,https://www.instagram.com/reel/DaU_h8tpzkO/,48000,신뢰,자기서사,,Y,요샌 피부 좋다는 말을 정말 많이 듣지만,중증 아토피→화장품 개발 압축 서사와 '정직한 꿀팁' 팔로우 유도
DaVLPBHJE_v,2026-07-03,https://www.instagram.com/reel/DaVLPBHJE_v/,53000,유입,유머,,N,3일동안 힘든나에게 주는 보상,전사 노이즈로 캡션 위주. 먹방 일상 도달 소재
DaVXfpmJ1TC,2026-07-04,https://www.instagram.com/reel/DaVXfpmJ1TC/,6224,신뢰,자기서사|도발사이다|전문성,,Y,미백 기능성 받은 제품 쓰고 싶으세요?,'시장 넓히라'는 조언 거절하고 좁은 타겟 고수 — 제품 철학으로 신뢰 축적
DaXhJB0Jpct,2026-07-04,https://www.instagram.com/reel/DaXhJB0Jpct/,12000,유입,유머|고객편에서는순간,,N,사이즈가 작아서 좀 아쉬웠어요,전사 노이즈로 캡션 위주. 음식·아이 일상
DaaRBCNJEoy,2026-07-06,https://www.instagram.com/reel/DaaRBCNJEoy/,5995,신뢰,전문성|도발사이다,,N,솔직히 피부 예민하다면서 퍼프 쓰고 계신 건,베개커버·퍼프 위생이라는 관리 노하우. 제품 언급 없이 전문성만
Dac6-oPJaDq,2026-07-06,https://www.instagram.com/reel/Dac6-oPJaDq/,113000,전환,전문성|자기서사,,Y,근데 너무 따가워,"베리어 리페어 마스크 진정 시연 하이라이트, 11만 조회 제품 콘텐츠"
DacnYL1p4Vi,2026-07-06,https://www.instagram.com/reel/DacnYL1p4Vi/,32000,유입,유머|자기서사,,N,나는 절대 결혼도 안 하고,"과거의 나 vs 현재 대비 밈, 도달형"
DaffZtlp5P2,2026-07-07,https://www.instagram.com/reel/DaffZtlp5P2/,7952,유입,전문성,,N,오후 7시에도 아침처럼 유지되는 화장 방법,12시간 지속 메이크업 튜토리얼. 자사 제품 특정 언급 없음
DaffgSlpuQj,2026-07-07,https://www.instagram.com/reel/DaffgSlpuQj/,13000,혼합,분노|자기서사|도발사이다,기타,N,우리 일시에서 왜 이렇게 화가 많냐고,워킹맘·대표 과부하 공감(유입)으로 시작해 아토피 관리 팔로우 유도(신뢰)로 닫음
Daht8A6pqyI,2026-07-08,https://www.instagram.com/reel/Daht8A6pqyI/,10000,신뢰,자기서사|유머,,N,영례도 나왔고 캐나다에서 학교도 다녔지만,못하는 일도 해야 하는 대표의 자세 — 창업 고생 서사
DakOclOJ26y,2026-07-09,https://www.instagram.com/reel/DakOclOJ26y/,9708,신뢰,자기서사|유머,,N,A CEO's bumbling and sad quest,영어 미팅 연습 자체를 공개하는 대표 성장 서사
DanWsuCpLkC,2026-07-10,https://www.instagram.com/reel/DanWsuCpLkC/,7652,신뢰,자기서사,,Y,AD 솔루션이 인플루언서 브랜드라고 생각하실 수,"'인플루언서 브랜드 아니다, 원래 브랜드를 운영하던 사람'이라는 출신 해명"
Dap3LSSpYEs,2026-07-11,https://www.instagram.com/reel/Dap3LSSpYEs/,3585,신뢰,전문성|자기서사,,N,진드기에 알레르기 항원이 있어서,"침구 관리 노하우, 제품 없이 관리 전문성만"
Dapd0AzplAT,2026-07-11,https://www.instagram.com/reel/Dapd0AzplAT/,938,전환,,,Y,세럼 + 밤 할인 링크는 선착순 마감,전사 파일 없음 — 캡션만으로 판정. 할인 링크 프로모션
DapjIX2J_tp,2026-07-11,https://www.instagram.com/reel/DapjIX2J_tp/,3121,신뢰,자기서사,,Y,진짜 1도 주작없는 제 화장대입니다,"화장대 전체 공개, 기초는 자사 것만 쓴다는 사실이 진정성 근거로 작동"
DasOM9JpbY2,2026-07-12,https://www.instagram.com/reel/DasOM9JpbY2/,4471,전환,자기서사|전문성,,Y,제 피부랑 탈모때문에 시작한 순한 샴푸,루트캄 샴푸·두피앰플 출시 예고와 개발 근거 설명
Dau555epTDk,2026-07-13,https://www.instagram.com/reel/Dau555epTDk/,3561,전환,전문성|자기서사,,Y,내 피부는 진짜 노답이다 하시는 분들,"베리어 마스크를 써야 하는 이유 3가지+가격 논리, 정통 세일즈"
Daup5s4p0Ft,2026-07-13,https://www.instagram.com/reel/Daup5s4p0Ft/,5129,전환,자기서사|전문성,,Y,두피는 너무 가렵고 각질도 생기는데 탈모까지,탈모 샴푸 개발 서사+댓글 '탈모' 사전예약 리드 수집
DaxR4wOplRT,2026-07-14,https://www.instagram.com/reel/DaxR4wOplRT/,10000,유입,유머|자기서사,,N,우리집 애기들이 고추를 떠온거에요,"고추다대기 요리 일상, 제품 무관 도달 소재"
DaxliIKpLfq,2026-07-14,https://www.instagram.com/reel/DaxliIKpLfq/,7230,신뢰,자기서사|전문성,,Y,저는 진짜 예민한 개복치 피부를 갖고 있는데,클렌징은 타사도 쓴다고 밝히면서 기초는 자사만 쓴다는 루틴 공개 — 정직함이 축
DazuZuFJJg1,2026-07-15,https://www.instagram.com/reel/DazuZuFJJg1/,5794,신뢰,자기서사,,Y,이번에 제가 또 박람회를 나가요,"샘플 직접 포장하는 대표의 준비 과정, DDP 박람회 예고"
Da2lNQtJT1y,2026-07-16,https://www.instagram.com/reel/Da2lNQtJT1y/,4894,신뢰,자기서사|전문성,,N,뷰티브랜드 CEO로서 나의 멘탈 관리 방법,멘탈 약한 CEO의 문제해결 원칙 공개 — 인간적 신뢰 축적
Da4-fVtJ2bb,2026-07-17,https://www.instagram.com/reel/Da4-fVtJ2bb/,5166,신뢰,자기서사,,N,오늘은 파주에 가고 있어요,패키지 인쇄 감리까지 직접 뛰는 대표의 하루. 특정 제품·브랜드명은 없음
Da450zRJdgI,2026-07-17,https://www.instagram.com/reel/Da450zRJdgI/,3428,전환,전문성|자기서사,,Y,머리 감고 나서 두피 앰플 발라줄 건데요,"두피앰플 사용법+개발 7단계 공개, 출시 제품 소구"
Da4-L3UJwgk,2026-07-18,https://www.instagram.com/reel/Da4-L3UJwgk/,6624,유입,도발사이다|분노|자기서사,고객대변,N,나는 이렇게 강한 사람이 아니었다니까,"세상이 워킹맘을 표독하게 만든다는 구조 분노, 대중 공감 도달형"
Da7ckKhpYuI,2026-07-18,https://www.instagram.com/reel/Da7ckKhpYuI/,18000,유입,자기서사,,N,뚱뚱 > 보통 > 마름탄탄까지 가는 방법,전사가 노래 가사뿐 — 캡션 위주. 감량 경과 공유형 도달 콘텐츠
DbA7vEDpDcH,2026-07-20,https://www.instagram.com/reel/DbA7vEDpDcH/,5817,유입,전문성,,N,오늘은 미팅이 있어 차분한 메이크업,"고급스러운 메이크업 튜토리얼, 제품·피부 무관"
DbAXc8jpk6n,2026-07-20,https://www.instagram.com/reel/DbAXc8jpk6n/,39000,신뢰,전문성|자기서사,,N,제가 모든 일을 잘하게 되는 방법을 알려드릴게요,레퍼런스+실천 방법론. 환자단체·정책·사업 이력이 근거로 붙어 권위 축적
DbBANz0JW1W,2026-07-20,https://www.instagram.com/reel/DbBANz0JW1W/,47000,유입,유머|고객편에서는순간,,N,엄마 말을 잘 들어야 하는 이유,"아이들과의 문답 밈, 육아 도달 소재"
DbDCy2jpRgK,2026-07-21,https://www.instagram.com/reel/DbDCy2jpRgK/,246000,유입,유머|도발사이다,,N,남편 말을 잘 들어야 하는 이유,"부부 문답 밈, 도달형"
DbGIubHp-xk,2026-07-22,https://www.instagram.com/reel/DbGIubHp-xk/,43000,유입,유머|고객편에서는순간,,N,둘째로 살아남는 방법,"둘째 육아 밈, 대중 공감 도달"
DbIGMCGpuo7,2026-07-23,https://www.instagram.com/reel/DbIGMCGpuo7/,14000,유입,유머|도발사이다,,N,와이프 말을 잘 들어야 하는 이유,"부부 밈 2탄, 도달형"
DbIHfOgJSs5,2026-07-23,https://www.instagram.com/reel/DbIHfOgJSs5/,9291,신뢰,자기서사,,N,돈을 많이 벌면 여름휴가 좋은데 갈 것 같지만,여름휴가 없는 워커홀릭 대표의 현실 — 일하는 사람으로서 신뢰
DbImClHpwjv,2026-07-23,https://www.instagram.com/reel/DbImClHpwjv/,5208,전환,자기서사,,Y,여름에 땀이 나니까 여기가 갑자기 간지러운,차에 들고 다니는 아토패스트 카밍세럼 실사용 소구
DbIZkRYpABF,2026-07-24,https://www.instagram.com/reel/DbIZkRYpABF/,8938,유입,유머,,N,회사생활 재밌게 하는 꿀팁,전사 무의미로 사실상 캡션만. 직장 유머
DbLLri1pyGM,2026-07-24,https://www.instagram.com/reel/DbLLri1pyGM/,7562,혼합,전문성|자기서사|도발사이다,,Y,클렌징 방법을 아주 낱낱이 보여드리겠습니다,루틴 공개·타사 제품까지 언급하는 정직함(신뢰)에 마지막 AD솔루션 강추(전환)가 결합
DbLZc3ppKfo,2026-07-24,https://www.instagram.com/reel/DbLZc3ppKfo/,7044,신뢰,자기서사,,Y,내가 루트캄 샴푸랑 앰플 개발한 이유,전사 무의미로 사실상 캡션만. 개발 동기 서사
DbNiBrOJtpn,2026-07-25,https://www.instagram.com/reel/DbNiBrOJtpn/,9230,유입,고객편에서는순간,,N,진짜 기질은 분명히 있다,전사 무의미로 사실상 캡션만. 육아 관찰 공감
DbNqj8YppjE,2026-07-25,https://www.instagram.com/reel/DbNqj8YppjE/,9745,유입,도발사이다|전문성,,N,이건 아닌 것 같아요. 이렇게 거절할 줄 알아야,"사회생활 거절 화법 처세 사이다, 팔로우 유도"
DbQWohipjR-,2026-07-26,https://www.instagram.com/reel/DbQWohipjR-/,12000,유입,도발사이다|자기서사,,N,나한테 미안해 하지 말자,"'엄마는 퀸'이라는 육아 마인드 도발, 넓은 공감 소재"
DbVhw_rpr-a,2026-07-28,https://www.instagram.com/reel/DbVhw_rpr-a/,9732,유입,유머,,N,밤 7시30분에 육퇴하고 노래부르는 나,전사가 노래 가사뿐 — 캡션 위주. 육퇴 일상 도달 소재
DbX2V_6Jp5i,2026-07-29,https://www.instagram.com/reel/DbX2V_6Jp5i/,45000,전환,자기서사|전문성,,Y,36살에 이 정도로 두피 관리 잘 된 사람,"두피 비포애프터로 샴푸 런칭 예고, 팔로우=런칭특가 동선"
DbX5hlZp4VU,2026-07-29,https://www.instagram.com/reel/DbX5hlZp4VU/,15000,유입,도발사이다|분노|유머,받아치기,N,내가 진짜 이 댓글보고 어이가 없어서,'남편이 불쌍하다'는 악플에 직접 받아치는 콘텐츠
DbXO4pOppin,2026-07-29,https://www.instagram.com/reel/DbXO4pOppin/,7122,유입,자기서사|유머,,N,워킹맘의 애둘방학,전사 노이즈로 캡션 위주. 워킹맘 방학 과부하 공감
DbYJLbeJqoT,2026-07-29,https://www.instagram.com/reel/DbYJLbeJqoT/,8638,유입,유머,,N,누구 따라했는지 아는사람~~~~~,전사가 노래 가사뿐 — 캡션 위주. 커버 챌린지 도달 소재
DbZcwmJPWY0,2026-07-30,https://www.instagram.com/reel/DbZcwmJPWY0/,5772,신뢰,전문성|분노|도발사이다,고객대변,Y,제발 피부관리 좀 이상하게 하지 마세요,생활습관·보습·전문의 치료 3원칙과 민간요법 분노. 자사 제품도 '약 아니다'로 선 그음
DbaacZgJjGS,2026-07-30,https://www.instagram.com/reel/DbaacZgJjGS/,17000,신뢰,전문성|분노|자기서사|도발사이다,고객대변,Y,이상한 민간요법이랑 이딴 거 하지 말라고요,"한의원에 몇 억 쓴 당사자 경험으로 민간요법 통념 반박, 관리 지속 강조"
DbdUO2nJT55,2026-07-31,https://www.instagram.com/reel/DbdUO2nJT55/,11000,신뢰,자기서사,,N,스타트업 대표인데 직원은 왜 없냐?,직원 관리·고정비·재투자 현실을 숫자로 공개하는 창업서사
